,Artist,Song,Duration(ms),Year,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
859,Imagine Dragons,Demons,175200,2014,0.505,0.71,3,-3.015,0.0321,0.19,0.00025,0.329,0.428,89.938
860,One Direction,Story Of My Life,245493,2014,0.6,0.663,3,-5.802,0.0477,0.225,0.0,0.119,0.286,121.07
861,Sia,Chandelier,216120,2014,0.399,0.787,1,-2.88,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089
862,Iggy Azalea ,Black Widow,209423,2014,0.743,0.72,11,-3.753,0.124,0.192,0.000386,0.109,0.519,163.99
863,"Jessie J, Ariana Grande & Nicki Minaj",Bang Bang,224680,2014,0.693,0.866,8,-4.448,0.0428,0.0365,0.00112,0.361,0.19,149.946
864,Disclosure ,Latch,255867,2014,0.729,0.735,1,-5.455,0.0919,0.0178,0.000193,0.089,0.544,121.986
865,Maroon 5,Maps,189960,2014,0.742,0.713,1,-5.522,0.0303,0.0205,0.0,0.059,0.879,120.032
866,Chris Brown ,Loyal,264947,2014,0.841,0.522,10,-5.963,0.049,0.0168,1.37e-06,0.188,0.616,99.059
867,American Authors,Best Day Of My Life,194240,2014,0.673,0.902,2,-2.392,0.0346,0.0591,0.000262,0.0558,0.538,100.012
868,Tove Lo,Habits (Stay High),209160,2014,0.733,0.65,5,-3.539,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003
869,Calvin Harris,Summer,222533,2014,0.596,0.856,4,-3.556,0.0346,0.0211,0.0178,0.141,0.743,127.949
870,Charli XCX,Boom Clap,169866,2014,0.659,0.911,4,-2.28,0.0786,0.154,0.000304,0.191,0.576,91.999
871,Beyonce ,Drunk In Love,323480,2014,0.589,0.621,5,-6.902,0.0468,0.00969,0.00104,0.181,0.401,140.03
872,Nicki Minaj,Anaconda,260240,2014,0.964,0.605,9,-6.223,0.179,0.0668,7.78e-06,0.214,0.646,129.994
873,Ariana Grande ,Break Free,214840,2014,0.687,0.702,7,-5.324,0.0455,0.0064,4.35e-05,0.204,0.284,129.956
874,Enrique Iglesias ,Bailando,243413,2014,0.723,0.777,7,-3.503,0.108,0.0426,3.68e-06,0.0451,0.961,91.017
875,Ellie Goulding,Burn,231212,2014,0.559,0.777,1,-5.031,0.0432,0.31,0.0,0.105,0.329,87.016
876,Jason Derulo ,Wiggle,193296,2014,0.697,0.621,9,-6.886,0.25,0.0802,0.0,0.162,0.721,81.946
877,Clean Bandit ,Rather Be,227833,2014,0.799,0.586,11,-6.735,0.0377,0.162,2.03e-06,0.193,0.549,120.97
878,Kid Ink ,Show Me,217800,2014,0.711,0.508,7,-7.299,0.0494,0.0354,0.0,0.141,0.665,98.098
879,Miley Cyrus,Wrecking Ball,221360,2014,0.53,0.422,5,-6.262,0.0342,0.407,0.0,0.107,0.349,119.964
880,Justin Timberlake,Not A Bad Thing,688453,2014,0.308,0.563,0,-9.169,0.0719,0.527,4.58e-06,0.134,0.109,85.901
881,Katy Perry,Roar,223546,2014,0.554,0.772,7,-4.821,0.0418,0.00487,6.6e-06,0.354,0.455,179.984
882,Aloe Blacc,The Man,254880,2014,0.308,0.769,11,-7.256,0.065,0.0331,0.0,0.214,0.488,81.853
883,Florida Georgia Line ,This Is How We Roll,220907,2014,0.555,0.931,8,-2.969,0.0367,0.016,0.0,0.405,0.723,132.085
884,MKTO,Classic,175427,2014,0.72,0.791,1,-4.689,0.124,0.0384,0.0,0.157,0.756,102.071
885,Coldplay,A Sky Full Of Stars,268467,2014,0.551,0.636,6,-7.125,0.0281,0.00713,0.00203,0.217,0.153,124.996
886,Trey Songz,Na Na,231907,2014,0.67,0.476,9,-6.253,0.0406,0.328,0.0,0.104,0.235,96.975
887,Bobby Shmurda,Hot Boy,194561,2014,0.859,0.5,9,-7.628,0.347,0.042,1.6e-05,0.0616,0.186,83.981
888,Drake ,"Hold On, We're Going Home",227880,2014,0.776,0.413,6,-7.438,0.0952,0.00415,2.68e-05,0.0724,0.287,100.003
889,Ed Sheeran,Sing,235382,2014,0.818,0.67,8,-4.451,0.0472,0.304,1.22e-06,0.0601,0.939,119.988
890,Imagine Dragons,Radioactive,186813,2014,0.448,0.784,9,-3.686,0.0627,0.106,0.000108,0.668,0.236,136.245
891,YG ,My Hitta,236093,2014,0.764,0.504,10,-6.781,0.106,0.135,0.0,0.143,0.678,85.545
892,Echosmith,Cool Kids,237627,2014,0.719,0.671,8,-6.279,0.0336,0.0372,8.21e-06,0.12,0.786,130.027
893,Avicii,Hey Brother,255093,2014,0.545,0.78,7,-4.867,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014
894,Jason Derulo,Trumpets,217419,2014,0.635,0.691,0,-4.862,0.258,0.555,0.0,0.097,0.638,82.142
895,Maroon 5,Animals,231013,2014,0.279,0.742,4,-6.46,0.0898,0.000185,0.0,0.593,0.328,189.868
896,Jason Aldean,Burnin' It Down,219160,2014,0.681,0.795,6,-6.652,0.049,0.305,9.41e-06,0.109,0.64,135.939
897,Luke Bryan,Play It Again,226867,2014,0.506,0.886,11,-3.225,0.0655,0.0916,0.0,0.0734,0.595,143.935
898,Tinashe ,2 On,227000,2014,0.742,0.595,9,-7.51,0.107,0.15,0.0,0.111,0.431,101.013
899,Florida Georgia Line,Dirt,230587,2014,0.547,0.878,2,-4.224,0.0451,0.0638,7.08e-06,0.106,0.592,121.973
900,OneRepublic,Love Runs Out,224227,2014,0.719,0.935,7,-3.752,0.0589,0.167,0.0,0.0973,0.738,120.022
901,Brantley Gilbert,Bottoms Up,220200,2014,0.476,0.857,7,-5.733,0.0432,0.113,0.0,0.135,0.543,169.975
902,Becky G,Shower,206167,2014,0.699,0.529,2,-7.548,0.0487,0.0317,3.59e-05,0.285,0.121,119.987
903,Rixton,Me And My Broken Heart,193733,2014,0.545,0.783,5,-4.261,0.0345,0.00489,0.0,0.132,0.551,174.084
904,Martin Garrix,Animals,304229,2014,0.675,0.868,1,-6.36,0.0392,0.00107,0.715,0.374,0.0376,128.007
905,Rich Gang ,Lifestyle,269693,2014,0.546,0.667,1,-5.236,0.274,0.0152,0.0,0.0895,0.471,87.666
906,Kenny Chesney,American Kids,182960,2014,0.733,0.589,7,-7.37,0.1,0.0476,5.85e-06,0.0366,0.867,170.097
907,Sara Bareilles,Brave,220573,2014,0.551,0.836,10,-3.838,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063
908,The Neighbourhood,Sweater Weather,240400,2014,0.612,0.807,10,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053
909,Sam Hunt,Leave The Night On,192160,2014,0.514,0.951,9,-3.813,0.0603,0.0951,0.0,0.349,0.838,171.96
910,Chris Brown ,New Flame,244227,2014,0.702,0.629,1,-4.292,0.041,0.0506,0.0,0.0963,0.446,141.967
911,Michael Jackson & Justin Timberlake,Love Never Felt So Good,503772,2014,0.715,0.709,5,-6.134,0.0383,0.0632,0.00366,0.119,0.766,121.979
912,Dierks Bentley,Drunk On A Plane,254467,2014,0.423,0.73,9,-5.566,0.032,0.00495,1.13e-05,0.238,0.66,205.972
913,Katy Perry,Birthday,215042,2014,0.719,0.674,11,-5.122,0.0681,0.0879,3.75e-06,0.112,0.843,125.98
914,Lady Antebellum,Bartender,198267,2014,0.631,0.937,11,-3.858,0.034,0.0198,7.38e-06,0.327,0.654,101.011
915,Naughty Boy ,La La La,222200,2014,0.772,0.65,6,-5.202,0.0306,0.107,1.13e-06,0.0905,0.262,125.082
916,Robin Thicke ,Blurred Lines,263827,2014,0.853,0.599,7,-4.756,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993
917,Lady Gaga ,Do What U Want,216573,2014,0.778,0.801,9,-4.65,0.086,0.345,1.18e-06,0.0881,0.534,97.47
918,5 Seconds Of Summer,Amnesia,237248,2014,0.594,0.497,2,-5.26,0.0303,0.0343,0.0,0.162,0.101,101.671
919,T.I. ,No Mediocre,201600,2014,0.78,0.45,1,-9.539,0.0465,0.0826,0.0,0.0809,0.178,95.486
920,KONGOS,Come With Me Now,211960,2014,0.654,0.726,10,-3.803,0.0401,0.0311,6.35e-05,0.0618,0.728,103.987
921,Lil Wayne ,Believe Me,337640,2014,0.844,0.491,10,-8.807,0.17,0.272,0.0,0.111,0.196,91.935
922,Mike WiLL Made-It ,23,252520,2014,0.859,0.599,9,-5.254,0.0614,0.000362,8.2e-06,0.13,0.319,140.005
923,Jake Owen,Beachin',191040,2014,0.527,0.902,6,-5.352,0.0601,0.344,4.63e-05,0.0669,0.709,181.964
924,Macklemore & Ryan Lewis ,White Walls,220319,2014,0.767,0.782,7,-5.545,0.14,0.0541,0.0,0.338,0.827,116.491
925,5 Seconds Of Summer,She Looks So Perfect,202496,2014,0.494,0.951,9,-4.237,0.132,0.000569,0.0,0.327,0.441,160.025
926,Zedd ,Stay The Night,217347,2014,0.596,0.738,8,-3.109,0.0411,0.109,0.0,0.0947,0.461,127.961
927,Beyonce,Partition,319467,2014,0.412,0.441,11,-11.523,0.291,0.0296,0.0726,0.306,0.174,185.571
928,ScHoolboy Q ,Studio,278067,2014,0.709,0.589,8,-7.776,0.0433,0.0507,0.0,0.0585,0.58,133.922
929,Drake,0 To 100 / The Catch Up,275227,2014,0.559,0.716,11,-3.964,0.39,0.737,0.0,0.252,0.504,176.618
930,Lee Brice,I Don't Dance,221173,2014,0.587,0.559,1,-7.742,0.0321,0.399,6.69e-06,0.0992,0.19,92.036
931,Miranda Lambert Duet With Carrie Underwood,Somethin' Bad,169587,2014,0.68,0.888,9,-5.308,0.055,0.0527,2.82e-06,0.0575,0.484,90.076
932,Miley Cyrus,Adore You,278747,2014,0.583,0.655,0,-5.407,0.0315,0.111,3.57e-06,0.113,0.201,119.759
933,Mark Ronson ,Uptown Funk!,269667,2015,0.856,0.609,0,-7.223,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988
934,Ed Sheeran,Thinking Out Loud,281560,2015,0.781,0.445,2,-6.061,0.0295,0.474,0.0,0.184,0.591,78.998
935,Wiz Khalifa ,See You Again,229526,2015,0.689,0.481,10,-7.503,0.0815,0.369,1.03e-06,0.0649,0.283,80.025
936,Fetty Wap,Trap Queen,222093,2015,0.746,0.873,7,-3.803,0.128,0.0244,0.0,0.354,0.817,148.075
937,Maroon 5,Sugar,235493,2015,0.748,0.788,1,-7.055,0.0334,0.0591,0.0,0.0863,0.884,120.076
938,WALK THE MOON,Shut Up And Dance,199080,2015,0.578,0.866,1,-3.804,0.0619,0.00701,0.0,0.257,0.619,128.038
939,Taylor Swift,Blank Space,231827,2015,0.752,0.678,5,-5.421,0.0646,0.085,1.64e-06,0.13,0.583,96.009
940,Silento,Watch Me,185143,2015,0.821,0.759,8,-8.541,0.121,0.247,0.0,0.321,0.962,140.01
941,The Weeknd,Earned It (Fifty Shades Of Grey),277680,2015,0.647,0.291,2,-8.275,0.0363,0.408,0.0,0.0771,0.4,119.839
942,The Weeknd,The Hills,242253,2015,0.58,0.565,0,-7.065,0.0488,0.0671,0.0,0.135,0.138,112.986
943,OMI,Cheerleader,180560,2015,0.78,0.68,4,-6.081,0.0305,0.141,1.2e-05,0.138,0.594,118.026
944,Ellie Goulding,Love Me Like You Do,252534,2015,0.262,0.606,8,-6.646,0.0484,0.247,0.0,0.125,0.275,189.857
945,Hozier,Take Me To Church,241693,2015,0.566,0.664,4,-5.303,0.0464,0.634,0.0,0.116,0.437,128.945
946,Taylor Swift ,Bad Blood,211933,2015,0.652,0.802,7,-6.114,0.181,0.0871,6.45e-06,0.148,0.295,170.157
947,Major Lazer & DJ Snake ,Lean On,230698,2015,0.781,0.746,5,-4.463,0.0675,0.0259,0.0,0.0572,0.34,98.008
948,Jason Derulo,Want To Want Me,207719,2015,0.775,0.68,0,-5.508,0.0629,0.00906,0.0,0.109,0.656,114.025
949,Taylor Swift,Shake It Off,219200,2015,0.648,0.785,7,-5.414,0.165,0.0561,0.0,0.148,0.943,160.02
950,Rachel Platten,Fight Song,204013,2015,0.564,0.714,7,-4.987,0.129,0.0549,0.0,0.155,0.33,175.924
951,Fetty Wap ,679,196693,2015,0.618,0.717,7,-5.738,0.318,0.00256,0.0,0.625,0.603,190.05
952,Meghan Trainor,Lips Are Movin,182667,2015,0.775,0.825,7,-5.402,0.0464,0.0506,1.03e-06,0.111,0.95,139.091
953,Fifth Harmony ,Worth It,224573,2015,0.884,0.765,8,-3.865,0.0882,0.063,7.04e-06,0.118,0.594,99.987
954,Omarion ,Post To Be,226581,2015,0.733,0.676,10,-5.655,0.0432,0.0697,0.0,0.208,0.701,97.448
955,Andy Grammer,"Honey, I'm Good.",199263,2015,0.752,0.775,9,-7.289,0.0546,0.0324,0.0,0.351,0.595,122.014
956,Sam Smith,I'm Not The Only One,181826,2015,0.575,0.192,1,-17.514,0.0573,0.992,0.961,0.113,0.417,141.861
957,Selena Gomez ,Good For You,221280,2015,0.607,0.673,5,-6.484,0.0611,0.181,0.0,0.069,0.215,88.952
958,Meghan Trainor,All About That Bass,187920,2015,0.807,0.887,9,-3.726,0.0503,0.0573,2.87e-06,0.124,0.961,134.052
959,Taylor Swift,Style,231000,2015,0.598,0.786,2,-5.572,0.0382,0.00256,0.00143,0.117,0.456,95.021
960,Drake,Hotline Bling,267067,2015,0.891,0.625,2,-7.861,0.0558,0.00261,0.000176,0.0504,0.548,134.967
961,David Guetta ,Hey Mama,192560,2015,0.596,0.73,9,-4.091,0.151,0.24,0.0,0.325,0.525,85.979
962,Justin Bieber,What Do You Mean?,205680,2015,0.845,0.567,5,-8.118,0.0956,0.59,0.00142,0.0811,0.793,125.02
963,Ed Sheeran,Photograph,258987,2015,0.614,0.379,4,-10.48,0.0476,0.607,0.000464,0.0986,0.201,107.989
964,Adele,Hello,295493,2015,0.481,0.451,5,-6.095,0.0347,0.336,0.0,0.0872,0.289,157.966
965,Shawn Mendes,Stitches,206880,2015,0.746,0.754,1,-6.681,0.067,0.0152,0.0,0.0486,0.764,149.882
966,Tove Lo,Talking Body,238427,2015,0.736,0.761,4,-5.449,0.0338,0.0966,0.0,0.0823,0.114,119.999
967,Nick Jonas,Jealous,222187,2015,0.684,0.71,11,-3.614,0.0779,0.0132,0.0,0.444,0.451,93.007
968,R. City ,Locked Away,227280,2015,0.508,0.677,1,-5.696,0.0656,0.328,0.0,0.0491,0.575,121.928
969,Natalie La Rose ,Somebody,189907,2015,0.83,0.52,0,-8.714,0.0376,0.000792,1.25e-05,0.0656,0.735,104.99
970,Fall Out Boy,Centuries,228360,2015,0.394,0.858,4,-2.868,0.0729,0.00359,0.0,0.102,0.56,176.044
971,Fetty Wap ,My Way,213053,2015,0.748,0.741,6,-3.103,0.0531,0.00419,0.0,0.147,0.537,128.077
972,Sam Hunt,Take Your Time,243707,2015,0.558,0.719,11,-5.603,0.0419,0.101,0.0,0.212,0.483,158.031
973,Maroon 5,Animals,231013,2015,0.279,0.742,4,-6.46,0.0898,0.000185,0.0,0.593,0.328,189.868
974,Big Sean ,I Don't F**k With You,284413,2015,0.815,0.724,1,-5.658,0.0712,0.0385,0.0,0.334,0.366,97.957
975,Rich Homie Quan,Flex (Ooh Ooh Ooh),176675,2015,0.728,0.62,2,-7.533,0.0434,0.038,0.0,0.342,0.885,81.998
976,T-Wayne,Nasty Freestyle,142212,2015,0.779,0.472,11,-7.116,0.218,0.0577,0.0,0.114,0.412,135.051
977,Nicki Minaj ,Only,312027,2015,0.573,0.495,8,-7.245,0.592,0.405,0.0,0.0969,0.255,179.196
978,Sia,Elastic Heart,257200,2015,0.421,0.791,9,-4.998,0.0496,0.0117,1.48e-05,0.146,0.499,130.075
979,Demi Lovato,Cool For The Summer,214740,2015,0.583,0.61,5,-5.639,0.0382,0.00425,0.000105,0.14,0.336,114.06
980,X Ambassadors,Renegades,195200,2015,0.526,0.862,2,-6.003,0.0905,0.0144,0.0597,0.229,0.528,90.052
981,Usher ,I Don't Mind,251989,2015,0.87,0.464,4,-8.337,0.178,0.205,0.0,0.0902,0.457,112.974
982,Taylor Swift,Wildest Dreams,220440,2015,0.553,0.664,8,-7.417,0.0741,0.0709,0.0056,0.106,0.467,140.06
983,Sam Smith,Stay With Me,172724,2015,0.418,0.42,0,-6.444,0.0414,0.588,6.39e-05,0.11,0.184,84.094
984,Fall Out Boy,Uma Thurman,211573,2015,0.622,0.961,4,-2.616,0.0669,0.102,0.00016,0.264,0.687,149.962
985,Beyonce,7/11,213507,2015,0.747,0.705,9,-5.137,0.126,0.0128,0.0,0.126,0.56,136.024
986,Selena Gomez,The Heart Wants What It Wants,227373,2015,0.616,0.789,7,-4.874,0.0377,0.053,0.0,0.142,0.621,83.066
987,Little Big Town,Girl Crush,193320,2015,0.5,0.225,0,-10.22,0.0302,0.842,0.0,0.112,0.355,173.788
988,Trey Songz,Slow Motion,197854,2015,0.733,0.408,7,-7.834,0.0388,0.679,3.92e-05,0.11,0.291,94.947
989,One Direction,Drag Me Down,192120,2015,0.73,0.703,0,-5.672,0.0369,0.109,0.0,0.0657,0.595,138.113
990,Nicki Minaj ,Truffle Butter,219227,2015,0.887,0.673,10,-6.846,0.0503,0.0743,4.06e-05,0.124,0.491,105.113
991,Ariana Grande,One Last Time,197267,2015,0.628,0.593,8,-5.036,0.0323,0.093,1.65e-06,0.096,0.104,125.026
992,Nick Jonas,Chains,203107,2015,0.589,0.611,0,-5.881,0.0459,0.0151,0.0,0.0757,0.121,76.006
993,Meek Mill ,All Eyes On You,223973,2015,0.589,0.658,11,-5.288,0.203,0.0242,0.0,0.118,0.251,77.521
994,Rae Sremmurd,No Type,200080,2015,0.891,0.486,6,-7.803,0.159,0.0158,3.78e-06,0.0925,0.239,125.01
995,Vance Joy,Riptide,204280,2015,0.484,0.731,1,-6.694,0.0379,0.431,0.0,0.151,0.51,101.654
996,Jidenna ,Classic Man,226000,2015,0.79,0.585,8,-6.058,0.0348,0.185,0.0,0.292,0.585,94.072
997,Meghan Trainor,Dear Future Husband,184227,2015,0.655,0.782,1,-4.789,0.185,0.375,0.0,0.317,0.832,79.427
998,Charlie Puth ,Marvin Gaye,190453,2015,0.795,0.616,1,-5.281,0.06,0.417,0.0,0.349,0.815,110.015
999,Meghan Trainor ,Like I'm Gonna Lose You,225053,2015,0.63,0.53,0,-7.259,0.0434,0.4,0.0,0.177,0.417,108.038
1000,Tove Lo,Habits (Stay High),209160,2015,0.733,0.65,5,-3.539,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003
1001,James Newton Howard ,The Hanging Tree,218507,2015,0.338,0.0775,9,-18.067,0.0338,0.343,3.67e-05,0.212,0.155,100.648
1002,O.T. Genasis,CoCo,239574,2015,0.886,0.628,8,-5.949,0.131,0.00215,1.15e-05,0.31,0.178,119.906
1003,"Jessie J, Ariana Grande & Nicki Minaj",Bang Bang,224680,2015,0.693,0.866,8,-4.448,0.0428,0.0365,0.00112,0.361,0.19,149.946
1004,Sam Smith,Lay Me Down,219536,2015,0.468,0.19,4,-11.138,0.0373,0.919,0.0,0.107,0.326,125.319
1005,iLoveMemphis,Hit The Quan,181081,2015,0.741,0.488,8,-8.253,0.362,0.000235,0.0,0.0488,0.625,160.018
1006,Macklemore & Ryan Lewis ,Downtown,292593,2015,0.828,0.609,1,-4.402,0.0694,0.0916,1.21e-06,0.291,0.707,109.725
1007,Sam Hunt,House Party,190240,2015,0.747,0.861,8,-5.251,0.0514,0.113,0.0,0.026,0.859,103.966
1008,Luke Bryan,Kick The Dust Up,190587,2015,0.597,0.86,1,-2.315,0.0461,0.196,0.0,0.087,0.818,172.064
1009,Big Sean ,Blessings,252040,2015,0.79,0.621,1,-7.634,0.275,0.33,0.0,0.122,0.15,118.896
1010,George Ezra,Budapest,200733,2015,0.717,0.455,5,-8.303,0.0276,0.0846,0.0,0.11,0.389,127.81
1011,Sia,Chandelier,216120,2015,0.399,0.787,1,-2.88,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089
1012,Kelly Clarkson,Heartbeat Song,198733,2015,0.49,0.798,6,-3.66,0.0489,0.0137,0.0,0.0627,0.479,149.109
1013,Ella Henderson,Ghost,213213,2015,0.68,0.84,9,-3.823,0.0415,0.0457,8.38e-06,0.143,0.468,104.985
1014,Alessia Cara,Here,199453,2015,0.376,0.821,0,-3.974,0.104,0.0785,0.0,0.0823,0.331,120.462
1015,Mr. Probz,Waves,208133,2015,0.829,0.51,5,-9.334,0.0369,0.00821,0.0014,0.0829,0.45,119.993
1016,Ne-Yo ,She Knows,214726,2015,0.706,0.572,8,-5.799,0.0326,0.0262,0.0,0.585,0.574,139.982
1017,One Direction,Night Changes,226600,2015,0.672,0.52,8,-7.747,0.0353,0.859,0.0,0.115,0.37,120.001
1018,Drake,Back To Back,170638,2015,0.893,0.48,1,-3.728,0.356,0.00854,0.0,0.116,0.382,86.976
1019,Calvin Harris & Disciples,How Deep Is Your Love,256560,2015,0.673,0.859,11,-3.007,0.056,0.00426,0.015,0.128,0.111,127.978
1020,Justin Bieber,Love Yourself,233720,2016,0.609,0.378,4,-9.828,0.438,0.835,0.0,0.28,0.515,100.418
1021,Justin Bieber,Sorry,200787,2016,0.654,0.76,0,-3.669,0.045,0.0797,0.0,0.299,0.41,99.945
1022,Drake ,One Dance,173987,2016,0.792,0.625,1,-5.609,0.0536,0.00776,0.00188,0.329,0.37,103.967
1023,Rihanna ,Work,219320,2016,0.725,0.534,11,-6.238,0.0946,0.0752,0.0,0.0919,0.558,91.974
1024,twenty one pilots,Stressed Out,202333,2016,0.734,0.637,4,-5.677,0.141,0.0462,2.29e-05,0.0602,0.648,169.977
1025,Desiigner,Panda,247867,2016,0.685,0.731,10,-5.503,0.414,0.0292,0.0,0.369,0.266,145.245
1026,Adele,Hello,295493,2016,0.481,0.451,5,-6.095,0.0347,0.336,0.0,0.0872,0.289,157.966
1027,The Chainsmokers ,Closer,244960,2016,0.748,0.524,8,-5.599,0.0338,0.414,0.0,0.111,0.661,95.01
1028,Sia ,Cheap Thrills,211667,2016,0.628,0.698,6,-5.608,0.105,0.0472,0.00143,0.0907,0.732,89.976
1029,Lukas Graham,7 Years,237300,2016,0.765,0.473,10,-5.829,0.0514,0.287,0.0,0.391,0.34,119.992
1030,Rihanna,Needed Me,191600,2016,0.671,0.314,5,-8.091,0.244,0.11,0.0,0.0825,0.296,110.898
1031,Flo Rida,My House,192191,2016,0.688,0.702,7,-4.792,0.0499,0.0215,0.0,0.128,0.74,94.006
1032,Mike Posner,I Took A Pill In Ibiza,197933,2016,0.663,0.713,7,-6.647,0.112,0.0353,7.68e-06,0.0843,0.69,101.965
1033,Fifth Harmony ,Work From Home,214480,2016,0.803,0.585,8,-5.861,0.0432,0.103,3.94e-06,0.0644,0.593,105.017
1034,Calvin Harris ,This Is What You Came For,222160,2016,0.63,0.928,9,-2.787,0.0331,0.199,0.124,0.148,0.465,123.963
1035,DNCE,Cake By The Ocean,219147,2016,0.774,0.753,4,-5.445,0.0517,0.153,0.0,0.0371,0.896,119.002
1036,twenty one pilots,Ride,214507,2016,0.645,0.713,6,-5.355,0.0393,0.00835,0.0,0.113,0.566,74.989
1037,twenty one pilots,Heathens,195920,2016,0.732,0.396,4,-9.348,0.0286,0.0841,3.58e-05,0.105,0.548,90.024
1038,Zayn,Pillowtalk,202747,2016,0.584,0.7,11,-4.275,0.0456,0.117,0.0,0.0939,0.438,124.944
1039,Shawn Mendes,Stitches,206880,2016,0.746,0.754,1,-6.681,0.067,0.0152,0.0,0.0486,0.764,149.882
1040,Drake,Hotline Bling,267067,2016,0.891,0.625,2,-7.861,0.0558,0.00261,0.000176,0.0504,0.548,134.967
1041,Major Lazer ,Cold Water,185360,2016,0.608,0.798,6,-5.092,0.0432,0.0736,0.0,0.156,0.501,92.943
1042,Adele,Send My Love (To Your New Lover),223080,2016,0.69,0.524,6,-8.39,0.103,0.0415,3.16e-06,0.17,0.562,164.023
1043,The Chainsmokers ,Roses,226739,2016,0.713,0.802,4,-7.055,0.0561,0.0435,0.00377,0.309,0.343,100.001
1044,Shawn Mendes,Treat You Better,187973,2016,0.444,0.819,10,-4.078,0.341,0.106,0.0,0.107,0.747,82.695
1045,Drake ,Too Good,263373,2016,0.793,0.653,7,-7.839,0.103,0.0484,4.91e-05,0.1,0.393,117.993
1046,Future ,Low Life,313547,2016,0.722,0.331,8,-7.789,0.0725,0.337,0.283,0.146,0.102,143.974
1047,Justin Bieber,What Do You Mean?,205680,2016,0.845,0.567,5,-8.118,0.0956,0.59,0.00142,0.0811,0.793,125.02
1048,The Weeknd,The Hills,242253,2016,0.58,0.565,0,-7.065,0.0488,0.0671,0.0,0.135,0.138,112.986
1049,P!nk,Just Like Fire,215414,2016,0.632,0.701,7,-5.921,0.146,0.0114,0.0,0.108,0.497,162.958
1050,Ariana Grande,Dangerous Woman,235947,2016,0.662,0.602,4,-5.369,0.0401,0.0529,0.0,0.356,0.29,133.969
1051,gnash ,I Hate U I Love U,251034,2016,0.492,0.275,6,-13.4,0.3,0.687,0.0,0.101,0.18,92.6
1052,Alessia Cara,Here,199453,2016,0.376,0.821,0,-3.974,0.104,0.0785,0.0,0.0823,0.331,120.462
1053,Selena Gomez,Same Old Love,229080,2016,0.672,0.593,11,-4.01,0.0304,0.0223,0.0,0.214,0.438,98.02
1054,Drake,Controlla,245227,2016,0.611,0.468,10,-11.084,0.179,0.0781,0.0,0.101,0.349,92.092
1055,Meghan Trainor ,Like I'm Gonna Lose You,225053,2016,0.63,0.53,0,-7.259,0.0434,0.4,0.0,0.177,0.417,108.038
1056,Charlie Puth,One Call Away,194453,2016,0.667,0.613,1,-5.353,0.0344,0.403,0.0,0.115,0.47,91.024
1057,James Bay,Let It Go,260533,2016,0.546,0.311,1,-10.396,0.0288,0.818,1.65e-05,0.107,0.246,147.464
1058,Meghan Trainor,No,152862,2016,0.827,0.658,6,-3.846,0.0517,0.0224,0.0,0.0417,0.523,115.016
1059,DJ Snake ,Let Me Love You,205947,2016,0.649,0.716,8,-5.371,0.0349,0.0863,2.63e-05,0.135,0.163,99.988
1060,Florida Georgia Line,H.O.L.Y.,194187,2016,0.523,0.666,7,-4.081,0.0327,0.401,0.0,0.0728,0.564,78.077
1061,Charlie Puth ,We Don't Talk Anymore,217707,2016,0.728,0.563,1,-8.053,0.134,0.621,0.0,0.179,0.352,100.017
1062,Ariana Grande,Into You,244453,2016,0.623,0.734,9,-5.95,0.107,0.0162,1.9e-06,0.145,0.372,107.853
1063,Kiiara,Gold,225882,2016,0.6,0.412,8,-9.343,0.344,0.615,0.0025,0.134,0.408,113.049
1064,Bryson Tiller,Exchange,194613,2016,0.53,0.433,6,-10.598,0.185,0.108,0.0,0.135,0.274,160.14
1065,Fetty Wap ,679,196693,2016,0.618,0.717,7,-5.738,0.318,0.00256,0.0,0.625,0.603,190.05
1066,Jeremih,Oui,238320,2016,0.418,0.724,5,-3.724,0.0964,0.213,0.0,0.112,0.604,78.521
1067,Selena Gomez,Hands To Myself,200680,2016,0.811,0.499,5,-7.161,0.118,0.0147,2.44e-06,0.342,0.466,111.016
1068,Kevin Gates,2 Phones,240000,2016,0.895,0.681,7,-5.267,0.358,0.157,0.0,0.189,0.554,121.918
1069,The Weeknd ,Starboy,230453,2016,0.678,0.588,7,-7.015,0.276,0.141,6.35e-06,0.137,0.486,186.005
1070,DJ Khaled ,For Free,183695,2016,0.916,0.571,10,-8.241,0.2,0.0173,1.11e-06,0.153,0.498,103.521
1071,Flume ,Never Be Like You,234910,2016,0.444,0.557,0,-5.476,0.0602,0.453,0.0,0.152,0.296,115.058
1072,The Weeknd,In The Night,235653,2016,0.505,0.68,7,-4.99,0.0713,0.0796,0.0,0.0465,0.539,168.021
1073,Meghan Trainor,Me Too,181240,2016,0.934,0.694,11,-5.849,0.101,0.0962,1.2e-06,0.478,0.835,123.829
