,Rank,Song,Artist,Year,Genre
2869,55,Narcissistic Cannibal,Korn Featuring Skrillex & Kill The Noise,2012,hot-rock
2870,56,Love Bites (So Do I),Halestorm,2012,hot-rock
2871,57,Bottoms Up,Nickelback,2012,hot-rock
2872,58,Here And Now,Seether,2012,hot-rock
2873,59,Buried Alive,Avenged Sevenfold,2012,hot-rock
2874,60,Criticize,Adelitas Way,2012,hot-rock
2875,61,Simple Song,The Shins,2012,hot-rock
2876,62,Still Swinging,Papa Roach,2012,hot-rock
2877,63,Spread Too Thin,The Dirty Heads,2012,hot-rock
2878,64,I Like It,Foxy Shazam,2012,hot-rock
2879,65,The Collapse,Adelitas Way,2012,hot-rock
2880,66,This Means War,Nickelback,2012,hot-rock
2881,67,Anna Sun,WALK THE MOON,2012,hot-rock
2882,68,After Midnight,Blink-182,2012,hot-rock
2883,69,Hurricane,Theory Of A Deadman,2012,hot-rock
2884,70,Eyes Wide Open,Staind,2012,hot-rock
2885,71,Aberdeen,Cage The Elephant,2012,hot-rock
2886,72,Been Away Too Long,Soundgarden,2012,hot-rock
2887,73,Charlie Brown,Coldplay,2012,hot-rock
2888,74,Bridge Burning,Foo Fighters,2012,hot-rock
2889,75,Absolute Zero,Stone Sour,2012,hot-rock
2890,76,Pumped Up Kicks,Foster The People,2012,hot-rock
2891,77,Boss's Daughter,Pop Evil,2012,hot-rock
2892,78,We Come Running,Youngblood Hawke,2012,hot-rock
2893,79,Not Again,Staind,2012,hot-rock
2894,80,Hold On,Alabama Shakes,2012,hot-rock
2895,81,"No Light, No Light",Florence + The Machine,2012,hot-rock
2896,82,In My Blood,Black Stone Cherry,2012,hot-rock
2897,83,Standing In The Sun,Slash Featuring Myles Kennedy And The Conspirators,2012,hot-rock
2898,84,The Waiting One,All That Remains,2012,hot-rock
2899,85,Baby Come Home,Bush,2012,hot-rock
2900,86,Trojans,Atlas Genius,2012,hot-rock
2901,87,Set Fire To The Rain,Adele,2012,hot-rock
2902,88,Love Interruption,Jack White,2012,hot-rock
2903,89,Now,Staind,2012,hot-rock
2904,90,The Walk,Mayer Hawthorne,2012,hot-rock
2905,91,Let Yourself Go,Green Day,2012,hot-rock
2906,92,What You Want,Evanescence,2012,hot-rock
2907,93,This Is Gonna Hurt,Sixx: A.M.,2012,hot-rock
2908,94,Enemies,Shinedown,2012,hot-rock
2909,95,Itchin' On A Photograph,Grouplove,2012,hot-rock
2910,96,Afterlife,Switchfoot,2012,hot-rock
2911,97,Helena Beat,Foster The People,2012,hot-rock
2912,98,Mercy,Dave Matthews Band,2012,hot-rock
2913,99,Settle Down,No Doubt,2012,hot-rock
2914,100,She's The Woman,Van Halen,2012,hot-rock
2915,1,Radioactive,Imagine Dragons,2013,hot-rock
2916,2,Ho Hey,The Lumineers,2013,hot-rock
2917,3,Royals,Lorde,2013,hot-rock
2918,4,Safe And Sound,Capital Cities,2013,hot-rock
2919,5,Sail,AWOLNATION,2013,hot-rock
2920,6,It's Time,Imagine Dragons,2013,hot-rock
2921,7,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,2013,hot-rock
2922,8,Demons,Imagine Dragons,2013,hot-rock
2923,9,Home,Phillip Phillips,2013,hot-rock
2924,10,"Gone, Gone, Gone",Phillip Phillips,2013,hot-rock
2925,11,Some Nights,fun.,2013,hot-rock
2926,12,I Will Wait,Mumford & Sons,2013,hot-rock
2927,13,Little Talks,Of Monsters And Men,2013,hot-rock
2928,14,Carry On,fun.,2013,hot-rock
2929,15,The A Team,Ed Sheeran,2013,hot-rock
2930,16,Let Her Go,Passenger,2013,hot-rock
2931,17,Still Into You,Paramore,2013,hot-rock
2932,18,Sweater Weather,The Neighbourhood,2013,hot-rock
2933,19,Too Close,Alex Clare,2013,hot-rock
2934,20,Madness,Muse,2013,hot-rock
2935,21,Young And Beautiful,Lana Del Rey,2013,hot-rock
2936,22,Lego House,Ed Sheeran,2013,hot-rock
2937,23,Stubborn Love,The Lumineers,2013,hot-rock
2938,24,Mountain Sound,Of Monsters And Men,2013,hot-rock
2939,25,Pompeii,Bastille,2013,hot-rock
2940,26,On Top Of The World,Imagine Dragons,2013,hot-rock
2941,27,Take A Walk,Passion Pit,2013,hot-rock
2942,28,Out Of My League,Fitz And The Tantrums,2013,hot-rock
2943,29,Hail To The King,Avenged Sevenfold,2013,hot-rock
2944,30,Tennis Court,Lorde,2013,hot-rock
2945,31,Harlem,New Politics,2013,hot-rock
2946,32,Red Hands,Walk Off The Earth,2013,hot-rock
2947,33,Team,Lorde,2013,hot-rock
2948,34,Miss Jackson,Panic! At The Disco Featuring Lolo,2013,hot-rock
2949,35,Trojans,Atlas Genius,2013,hot-rock
2950,36,Breezeblocks,alt-J,2013,hot-rock
2951,37,Little Black Submarines,The Black Keys,2013,hot-rock
2952,38,Ways To Go,Grouplove,2013,hot-rock
2953,39,Give Me Love,Ed Sheeran,2013,hot-rock
2954,40,Lover Of The Light,Mumford & Sons,2013,hot-rock
2955,41,Closer,Tegan And Sara,2013,hot-rock
2956,42,Up In The Air,Thirty Seconds To Mars,2013,hot-rock
2957,43,Diane Young,Vampire Weekend,2013,hot-rock
2958,44,The Phoenix,Fall Out Boy,2013,hot-rock
2959,45,Babel,Mumford & Sons,2013,hot-rock
2960,46,Come A Little Closer,Cage The Elephant,2013,hot-rock
2961,47,We Won't Be Shaken,Building 429,2013,hot-rock
2962,48,Lift Me Up,Five Finger Death Punch Featuring Rob Halford,2013,hot-rock
2963,49,Flowers In Your Hair,The Lumineers,2013,hot-rock
2964,50,I'll Follow You,Shinedown,2013,hot-rock
2965,51,Carried Away,Passion Pit,2013,hot-rock
2966,52,Do I Wanna Know?,Arctic Monkeys,2013,hot-rock
2967,53,Kiss Me,Ed Sheeran,2013,hot-rock
2968,54,Sirens,Pearl Jam,2013,hot-rock
2969,55,A Light That Never Comes,Linkin Park X Steve Aoki,2013,hot-rock
2970,56,Supersoaker,Kings Of Leon,2013,hot-rock
2971,57,Alone Together,Fall Out Boy,2013,hot-rock
2972,58,Bleeding Out,Imagine Dragons,2013,hot-rock
2973,59,Clouds,Zach Sobiech,2013,hot-rock
2974,60,The Love Club,Lorde,2013,hot-rock
2975,61,Stars,Grace Potter & The Nocturnals,2013,hot-rock
2976,62,Because We Can,Bon Jovi,2013,hot-rock
2977,63,Rebel Beat,Goo Goo Dolls,2013,hot-rock
2978,64,Came Back Haunted,Nine Inch Nails,2013,hot-rock
2979,65,Hurricane,MS MR,2013,hot-rock
2980,66,The One That Got Away,The Civil Wars,2013,hot-rock
2981,67,Chalk Outline,Three Days Grace,2013,hot-rock
2982,68,Wildfire,John Mayer,2013,hot-rock
2983,69,Carry On,Avenged Sevenfold,2013,hot-rock
2984,70,San Francisco,The Mowgli's,2013,hot-rock
2985,71,Reflektor,Arcade Fire,2013,hot-rock
2986,72,The High Road,Three Days Grace,2013,hot-rock
2987,73,Who You Love,John Mayer Featuring Katy Perry,2013,hot-rock
2988,74,Hero,Family Of The Year,2013,hot-rock
2989,75,Panic Station,Muse,2013,hot-rock
2990,76,Stompa,Serena Ryder,2013,hot-rock
2991,77,Best Day Of My Life,American Authors,2013,hot-rock
2992,78,Alive,Empire Of The Sun,2013,hot-rock
2993,79,Entertainment,Phoenix,2013,hot-rock
2994,80,Tiptoe,Imagine Dragons,2013,hot-rock
2995,81,Heaven Nor Hell,Volbeat,2013,hot-rock
2996,82,In The End,Black Veil Brides,2013,hot-rock
2997,83,Atlas,Coldplay,2013,hot-rock
2998,84,Slow It Down,The Lumineers,2013,hot-rock
2999,85,Castle Of Glass,Linkin Park,2013,hot-rock
3000,86,Classy Girls,The Lumineers,2013,hot-rock
3001,87,This Is Gospel,Panic! At The Disco,2013,hot-rock
3002,88,King & Lionheart,Of Monsters And Men,2013,hot-rock
3003,89,Elephant,Tame Impala,2013,hot-rock
3004,90,Paper Doll,John Mayer,2013,hot-rock
3005,91,Now,Paramore,2013,hot-rock
3006,92,Mind Your Manners,Pearl Jam,2013,hot-rock
3007,93,Never Never,Korn,2013,hot-rock
3008,94,Whispers In The Dark,Mumford & Sons,2013,hot-rock
3009,95,Livin' On A Prayer,Bon Jovi,2013,hot-rock
3010,96,Holding On To You,twenty one pilots,2013,hot-rock
3011,97,The Hangman's Body Count,Volbeat,2013,hot-rock
3012,98,I Got You,Jack Johnson,2013,hot-rock
3013,99,Drunk,Ed Sheeran,2013,hot-rock
3014,100,Hopeless Wanderer,Mumford & Sons,2013,hot-rock
3015,1,Pompeii,Bastille,2014,hot-rock
3016,2,Team,Lorde,2014,hot-rock
3017,3,Royals,Lorde,2014,hot-rock
3018,4,Let Her Go,Passenger,2014,hot-rock
3019,5,Best Day Of My Life,American Authors,2014,hot-rock
3020,6,Demons,Imagine Dragons,2014,hot-rock
3021,7,Ain't It Fun,Paramore,2014,hot-rock
3022,8,A Sky Full Of Stars,Coldplay,2014,hot-rock
3023,9,Radioactive,Imagine Dragons,2014,hot-rock
3024,10,Come With Me Now,KONGOS,2014,hot-rock
3025,11,Sweater Weather,The Neighbourhood,2014,hot-rock
3026,12,Riptide,Vance Joy,2014,hot-rock
3027,13,Take Me To Church,Hozier,2014,hot-rock
3028,14,Sail,AWOLNATION,2014,hot-rock
3029,15,Magic,Coldplay,2014,hot-rock
3030,16,Stolen Dance,Milky Chance,2014,hot-rock
3031,17,Safe And Sound,Capital Cities,2014,hot-rock
3032,18,Sleeping With A Friend,Neon Trees,2014,hot-rock
3033,19,Centuries,Fall Out Boy,2014,hot-rock
3034,20,Do I Wanna Know?,Arctic Monkeys,2014,hot-rock
3035,21,Tennis Court,Lorde,2014,hot-rock
3036,22,The Walker,Fitz And The Tantrums,2014,hot-rock
3037,23,On Top Of The World,Imagine Dragons,2014,hot-rock
3038,24,Fever,The Black Keys,2014,hot-rock
3039,25,Love Don't Die,The Fray,2014,hot-rock
3040,26,Dangerous,Big Data Featuring Joywave,2014,hot-rock
3041,27,I Wanna Get Better,Bleachers,2014,hot-rock
3042,28,Bad Blood,Bastille,2014,hot-rock
3043,29,Why'd You Only Call Me When You're High?,Arctic Monkeys,2014,hot-rock
3044,30,Glory And Gore,Lorde,2014,hot-rock
3045,31,Heaven Knows,The Pretty Reckless,2014,hot-rock
3046,32,Alone Together,Fall Out Boy,2014,hot-rock
3047,33,Chocolate,The 1975,2014,hot-rock
3048,34,Left Hand Free,alt-J,2014,hot-rock
3049,35,Come A Little Closer,Cage The Elephant,2014,hot-rock
3050,36,My Sweet Summer,The Dirty Heads,2014,hot-rock
3051,37,Peace,O.A.R.,2014,hot-rock
3052,38,Fall In Love,Phantogram,2014,hot-rock
3053,39,We Might Be Dead By Tomorrow,Soko,2014,hot-rock
3054,40,Midnight,Coldplay,2014,hot-rock
3055,41,Coming Of Age,Foster The People,2014,hot-rock
3056,42,Jungle,Jamie N Commons & X Ambassadors,2014,hot-rock
3057,43,Afraid,The Neighbourhood,2014,hot-rock
3058,44,Words As Weapons,Seether,2014,hot-rock
3059,45,Come To Me,Goo Goo Dolls,2014,hot-rock
3060,46,Believer,American Authors,2014,hot-rock
3061,47,Multiplied,NEEDTOBREATHE,2014,hot-rock
3062,48,Skinny Love,Birdy,2014,hot-rock
3063,49,Out Of My League,Fitz And The Tantrums,2014,hot-rock
3064,50,Back To The Shack,Weezer,2014,hot-rock
3065,51,Unbelievers,Vampire Weekend,2014,hot-rock
3066,52,Lazaretto,Jack White,2014,hot-rock
3067,53,Who You Love,John Mayer Featuring Katy Perry,2014,hot-rock
3068,54,Guilty All The Same,Linkin Park Featuring Rakim,2014,hot-rock
3069,55,Flaws,Bastille,2014,hot-rock
3070,56,Yellow Flicker Beat,Lorde,2014,hot-rock
3071,57,Pumpin Blood,NONONO,2014,hot-rock
3072,58,I Don't Want To Be Here Anymore,Rise Against,2014,hot-rock
3073,59,It's About Time,Young The Giant,2014,hot-rock
3074,60,Shut Up And Dance,WALK THE MOON,2014,hot-rock
3075,61,Doses & Mimosas,Cherub,2014,hot-rock
3076,62,Shepherd Of Fire,Avenged Sevenfold,2014,hot-rock
3077,63,All I Want,Kodaline,2014,hot-rock
3078,64,Painkiller,Three Days Grace,2014,hot-rock
3079,65,Cardiac Arrest,Bad Suns,2014,hot-rock
3080,66,Girls,The 1975,2014,hot-rock
3081,67,The Devil In I,Slipknot,2014,hot-rock
3082,68,Warriors,Imagine Dragons,2014,hot-rock
3083,69,House Of The Rising Sun,Five Finger Death Punch,2014,hot-rock
3084,70,Take Out The Gunman,Chevelle,2014,hot-rock
3085,71,Sirens,Pearl Jam,2014,hot-rock
3086,72,Torn To Pieces,Pop Evil,2014,hot-rock
3087,73,Forever,HAIM,2014,hot-rock
3088,74,Car Radio,twenty one pilots,2014,hot-rock
3089,75,Until It's Gone,Linkin Park,2014,hot-rock
3090,76,Budapest,George Ezra,2014,hot-rock
3091,77,Wrong Side Of Heaven,Five Finger Death Punch,2014,hot-rock
3092,78,Thunder Clatter,Wild Cub,2014,hot-rock
3093,79,The Wire,HAIM,2014,hot-rock
3094,80,Everybody Wants To Rule The World,Lorde,2014,hot-rock
3095,81,The Mother We Share,CHVRCHES,2014,hot-rock
3096,82,400 Lux,Lorde,2014,hot-rock
3097,83,Miss Jackson,Panic! At The Disco Featuring Lolo,2014,hot-rock
3098,84,R U Mine?,Arctic Monkeys,2014,hot-rock
3099,85,Every Other Freckle,alt-J,2014,hot-rock
3100,86,Not About Angels,Birdy,2014,hot-rock
3101,87,I Bet My Life,Imagine Dragons,2014,hot-rock
3102,88,Reflections,MisterWives,2014,hot-rock
3103,89,Still Into You,Paramore,2014,hot-rock
3104,90,I See Fire,Ed Sheeran,2014,hot-rock
3105,91,Ordinary Love,U2,2014,hot-rock
3106,92,Holding On For Life,Broken Bells,2014,hot-rock
3107,93,Buzzcut Season,Lorde,2014,hot-rock
3108,94,Gotta Get Away,The Black Keys,2014,hot-rock
3109,95,Something From Nothing,Foo Fighters,2014,hot-rock
3110,96,1000hp,Godsmack,2014,hot-rock
3111,97,Battle Born,Five Finger Death Punch,2014,hot-rock
3112,98,Dirty Paws,Of Monsters And Men,2014,hot-rock
3113,99,My Demons,Starset,2014,hot-rock
3114,100,This Means War,Avenged Sevenfold,2014,hot-rock
3115,1,Shut Up And Dance,WALK THE MOON,2015,hot-rock
3116,2,Take Me To Church,Hozier,2015,hot-rock
3117,3,Centuries,Fall Out Boy,2015,hot-rock
3118,4,Uma Thurman,Fall Out Boy,2015,hot-rock
3119,5,Renegades,X Ambassadors,2015,hot-rock
3120,6,Ex's & Oh's,Elle King,2015,hot-rock
3121,7,Budapest,George Ezra,2015,hot-rock
3122,8,Riptide,Vance Joy,2015,hot-rock
3123,9,I Bet My Life,Imagine Dragons,2015,hot-rock
3124,10,Stolen Dance,Milky Chance,2015,hot-rock
3125,11,Believe,Mumford & Sons,2015,hot-rock
3126,12,Stressed Out,twenty one pilots,2015,hot-rock
3127,13,Cecilia And The Satellite,Andrew McMahon In The Wilderness,2015,hot-rock
3128,14,Tear In My Heart,twenty one pilots,2015,hot-rock
3129,15,Someone New,Hozier,2015,hot-rock
3130,16,Immortals,Fall Out Boy,2015,hot-rock
3131,17,Shots,Imagine Dragons,2015,hot-rock
3132,18,Brother,NEEDTOBREATHE Featuring Gavin DeGraw,2015,hot-rock
3133,19,First,Cold War Kids,2015,hot-rock
3134,20,Hold Back The River,James Bay,2015,hot-rock
3135,21,Hallelujah,Panic! At The Disco,2015,hot-rock
3136,22,The Wolf,Mumford & Sons,2015,hot-rock
3137,23,Nothing Without Love,Nate Ruess,2015,hot-rock
3138,24,Yellow Flicker Beat,Lorde,2015,hot-rock
3139,25,Irresistible,Fall Out Boy,2015,hot-rock
3140,26,Dreams,Beck,2015,hot-rock
3141,27,A Sky Full Of Stars,Coldplay,2015,hot-rock
3142,28,Cut The Cord,Shinedown,2015,hot-rock
3143,29,Jekyll And Hyde,Five Finger Death Punch,2015,hot-rock
3144,30,Ride,twenty one pilots,2015,hot-rock
3145,31,S.O.B.,Nathaniel Rateliff & The Night Sweats,2015,hot-rock
3146,32,Failure,Breaking Benjamin,2015,hot-rock
3147,33,What Kind Of Man,Florence + The Machine,2015,hot-rock
3148,34,Let It Go,James Bay,2015,hot-rock
3149,35,Ship To Wreck,Florence + The Machine,2015,hot-rock
3150,36,Hollow Moon (Bad Wolf),AWOLNATION,2015,hot-rock
3151,37,2 Heads,Coleman Hell,2015,hot-rock
3152,38,Dead Inside,Muse,2015,hot-rock
3153,39,Cigarette Daydreams,Cage The Elephant,2015,hot-rock
3154,40,Lampshades On Fire,Modest Mouse,2015,hot-rock
3155,41,Crystals,Of Monsters And Men,2015,hot-rock
3156,42,Black Sun,Death Cab For Cutie,2015,hot-rock
3157,43,My Type,Saint Motel,2015,hot-rock
3158,44,Could Have Been Me,The Struts,2015,hot-rock
3159,45,The Vengeful One,Disturbed,2015,hot-rock
3160,46,Something From Nothing,Foo Fighters,2015,hot-rock
3161,47,Electric Love,BORNS,2015,hot-rock
3162,48,Blank Space,I Prevail,2015,hot-rock
3163,49,Fairly Local,twenty one pilots,2015,hot-rock
3164,50,Don't Wanna Fight,Alabama Shakes,2015,hot-rock
3165,51,Heavy Is The Head,Zac Brown Band Featuring Chris Cornell,2015,hot-rock
3166,52,First Kiss,Kid Rock,2015,hot-rock
3167,53,Reflections,MisterWives,2015,hot-rock
3168,54,Throne,Bring Me The Horizon,2015,hot-rock
3169,55,Mess Is Mine,Vance Joy,2015,hot-rock
3170,56,I Am,AWOLNATION,2015,hot-rock
3171,57,Roots,Imagine Dragons,2015,hot-rock
3172,58,Angels Fall,Breaking Benjamin,2015,hot-rock
3173,59,Footsteps,Pop Evil,2015,hot-rock
3174,60,Rollercoaster,Bleachers,2015,hot-rock
3175,61,Lane Boy,twenty one pilots,2015,hot-rock
3176,62,Lydia,Highly Suspect,2015,hot-rock
3177,63,Heavydirtysoul,twenty one pilots,2015,hot-rock
3178,64,Drown,Bring Me The Horizon,2015,hot-rock
3179,65,Work Song,Hozier,2015,hot-rock
3180,66,From Eden,Hozier,2015,hot-rock
3181,67,Victorious,Panic! At The Disco,2015,hot-rock
3182,68,The Judge,twenty one pilots,2015,hot-rock
3183,69,Congregation,Foo Fighters,2015,hot-rock
3184,70,Blame It On Me,George Ezra,2015,hot-rock
3185,71,Angel,Theory Of A Deadman,2015,hot-rock
3186,72,Go Big Or Go Home,American Authors,2015,hot-rock
3187,73,Doubt,twenty one pilots,2015,hot-rock
3188,74,Figure It Out,Royal Blood,2015,hot-rock
3189,75,Different Colors,WALK THE MOON,2015,hot-rock
3190,76,Gravity,Papa Roach,2015,hot-rock
3191,77,I Am Machine,Three Days Grace,2015,hot-rock
3192,78,Flashed Junk Mind,Milky Chance,2015,hot-rock
3193,79,The Kids Aren't Alright,Fall Out Boy,2015,hot-rock
3194,80,Same Damn Life,Seether,2015,hot-rock
3195,81,Emperor's New Clothes,Panic! At The Disco,2015,hot-rock
3196,82,R.I.P. 2 My Youth,The Neighbourhood,2015,hot-rock
3197,83,Warriors,Imagine Dragons,2015,hot-rock
3198,84,Sedona,Houndmouth.,2015,hot-rock
3199,85,Coming For You,The Offspring,2015,hot-rock
3200,86,Leave A Trace,CHVRCHES,2015,hot-rock
3201,87,Wrong Side Of Heaven,Five Finger Death Punch,2015,hot-rock
3202,88,Gooey,Glass Animals,2015,hot-rock
3203,89,Gold,Imagine Dragons,2015,hot-rock
3204,90,Happy Song,Bring Me The Horizon,2015,hot-rock
3205,91,Snake Eyes,Mumford & Sons,2015,hot-rock
3206,92,Angel Of Small Death And The Codeine Scene,Hozier,2015,hot-rock
3207,93,Jenny,Nothing More,2015,hot-rock
3208,94,Cherry Wine,Hozier,2015,hot-rock
3209,95,Mercy,Muse,2015,hot-rock
3210,96,Polarize,twenty one pilots,2015,hot-rock
3211,97,I'm So Sorry,Imagine Dragons,2015,hot-rock
3212,98,Left Hand Free,alt-J,2015,hot-rock
3213,99,The Blower's Daughter,Matt McAndrew,2015,hot-rock
3214,100,Please,Sawyer Fredericks,2015,hot-rock
3215,1,Stressed Out,twenty one pilots,2016,hot-rock
3216,2,Ride,twenty one pilots,2016,hot-rock
3217,3,Heathens,twenty one pilots,2016,hot-rock
3218,4,Let It Go,James Bay,2016,hot-rock
3219,5,Unsteady,X Ambassadors,2016,hot-rock
3220,6,Ex's & Oh's,Elle King,2016,hot-rock
3221,7,Hymn For The Weekend,Coldplay,2016,hot-rock
3222,8,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",2016,hot-rock
3223,9,The Sound Of Silence,Disturbed,2016,hot-rock
3224,10,Adventure Of A Lifetime,Coldplay,2016,hot-rock
3225,11,Ophelia,The Lumineers,2016,hot-rock
3226,12,Renegades,X Ambassadors,2016,hot-rock
3227,13,HandClap,Fitz And The Tantrums,2016,hot-rock
3228,14,Irresistible,Fall Out Boy,2016,hot-rock
3229,15,Dark Necessities,Red Hot Chili Peppers,2016,hot-rock
3230,16,Walking On A Dream,Empire Of The Sun,2016,hot-rock
3231,17,Bored To Death,Blink-182,2016,hot-rock
3232,18,Shut Up And Dance,WALK THE MOON,2016,hot-rock
3233,19,Brand New,Ben Rector,2016,hot-rock
3234,20,Way Down We Go,Kaleo,2016,hot-rock
3235,21,Spirits,The Strumbellas,2016,hot-rock
3236,22,Purple Rain,Prince And The Revolution,2016,hot-rock
3237,23,Victorious,Panic! At The Disco,2016,hot-rock
3238,24,When Doves Cry,Prince,2016,hot-rock
3239,25,Emperor's New Clothes,Panic! At The Disco,2016,hot-rock
3240,26,The Sound,The 1975,2016,hot-rock
3241,27,River,Bishop Briggs,2016,hot-rock
3242,28,Good Grief,Bastille,2016,hot-rock
3243,29,Don't Threaten Me With A Good Time,Panic! At The Disco,2016,hot-rock
3244,30,America's Sweetheart,Elle King,2016,hot-rock
3245,31,Death Of A Bachelor,Panic! At The Disco,2016,hot-rock
3246,32,Little Red Corvette,Prince,2016,hot-rock
3247,33,Trouble,Cage The Elephant,2016,hot-rock
3248,34,Uma Thurman,Fall Out Boy,2016,hot-rock
3249,35,Genghis Khan,Miike Snow,2016,hot-rock
3250,36,Feel Invincible,Skillet,2016,hot-rock
3251,37,Let's Go Crazy,Prince And The Revolution,2016,hot-rock
3252,38,S.O.B.,Nathaniel Rateliff & The Night Sweats,2016,hot-rock
3253,39,Cleopatra,The Lumineers,2016,hot-rock
3254,40,Wow,Beck,2016,hot-rock
3255,41,Somebody Else,The 1975,2016,hot-rock
3256,42,Bang Bang,Green Day,2016,hot-rock
3257,43,Mess Around,Cage The Elephant,2016,hot-rock
3258,44,All We Ever Knew,The Head And The Heart,2016,hot-rock
3259,45,Bohemian Rhapsody,Panic! At The Disco,2016,hot-rock
3260,46,State Of My Head,Shinedown,2016,hot-rock
3261,47,The Devil's Bleeding Crown,Volbeat,2016,hot-rock
3262,48,Mountain At My Gates,Foals,2016,hot-rock
3263,49,Electric Love,BORNS,2016,hot-rock
3264,50,Waste A Moment,Kings Of Leon,2016,hot-rock
3265,51,You Don't Get Me High Anymore,Phantogram,2016,hot-rock
3266,52,Trip Switch,Nothing But Thieves,2016,hot-rock
3267,53,Cancer,twenty one pilots,2016,hot-rock
3268,54,Kiss This,The Struts,2016,hot-rock
3269,55,Fire And The Flood,Vance Joy,2016,hot-rock
3270,56,Wash It All Away,Five Finger Death Punch,2016,hot-rock
3271,57,LA Devotee,Panic! At The Disco,2016,hot-rock
3272,58,The Light,Disturbed,2016,hot-rock
3273,59,Hotel California,Eagles,2016,hot-rock
3274,60,Something To Believe In,Young The Giant,2016,hot-rock
3275,61,So Alive,Goo Goo Dolls,2016,hot-rock
3276,62,Under Pressure,Queen & David Bowie,2016,hot-rock
3277,63,Woman Woman,AWOLNATION,2016,hot-rock
3278,64,Life Itself,Glass Animals,2016,hot-rock
3279,65,Hardwired,Metallica,2016,hot-rock
3280,66,Space Oddity,David Bowie,2016,hot-rock
3281,67,Happiness,NEEDTOBREATHE,2016,hot-rock
3282,68,Lazarus,David Bowie,2016,hot-rock
3283,69,Welcome To Your Life,Grouplove,2016,hot-rock
3284,70,Happy Song,Bring Me The Horizon,2016,hot-rock
3285,71,Asking For It,Shinedown,2016,hot-rock
3286,72,Chain Breaker,Zach Williams,2016,hot-rock
3287,73,I Apologize,Five Finger Death Punch,2016,hot-rock
3288,74,The Less I Know The Better,Tame Impala,2016,hot-rock
3289,75,Up&Up,Coldplay,2016,hot-rock
3290,76,Sound & Color,Alabama Shakes,2016,hot-rock
